text,binary_label,multiclass_label
7 fuckin 0!! Bitch ass niggas,cyberbullying,ethnicity/race
Bitch hair long like Rapunzel,cyberbullying,gender/sexual
@zenzenityy @_sixdown @David_LeonJr @LahNugget @tunesintern nigga u the one dat made it racist 😭,cyberbullying,ethnicity/race
Conservative boomer Republicans are some of the dumbest useful idiots in politics. They just post “somebody did something” memes then support the slaughter of Christians in the Middle East. We funded radical Islam in the Middle East before &amp; after 9/11.,cyberbullying,religion
"The Islamic State and the TTP are examples of how some breakaway groups from a larger ideology can self-implode and harm Muslims. The decoloniality as a movement within Islamist groups was quickly overshadowed by purist and tribal tendencies, leading to a vicious spiral",cyberbullying,religion
@Zipho_Maqokolo @Missionelli i don't wanna laugh kakhulu these fuckers will rape us kanje at the Bernabeu😅😅😅😅,cyberbullying,gender/sexual
@keilan_jackson My point is this has nothing to do with black and white. There is a double standard with the woman hitting the guy. Some people think you don’t hit a girl no matter what. I think the guy was in the right. the dumb boyfriend should have shut his chic up.,cyberbullying,ethnicity/race
"So by disavowing Spencer; yet again, you're basically supporting Milo. You'd rather support a fake Christian, real degenerate, helped along by Bannon, rather than an independent radical thinker? I love what you guys are doing to these neocons, but your tweet doesn't look good",cyberbullying,religion
Seriously nigga? https://t.co/Ude0l2ziR6,cyberbullying,ethnicity/race
"I was excited to see Akshara pissed at Abhimanyu, etc. but if she’s being nice to everyone who insulted her just like Abhimanyu did than what’s even the fucking point, you dumb bitch this is why your life is miserable cause you don’t stand up against those who wronged you #yrkkh",cyberbullying,ethnicity/race
"@muglikar_ its actually hatred for Gujaratis... most of the anti Adani posts you'll see are from the usual suspects (xtian Muslim, Sikh) and the rest are by purpose (incl. Bengalis) and some south Indians",cyberbullying,religion
@megynkelly I wonder if you realize what a wannabe decent human being you think you are or do you just embrace being a hell bitch!! I don’t see you with any doctoral classes behind you. Hell NBC fired you before Matt Lauer. That’s gotta make you proud as a “journalist”.,cyberbullying,gender/sexual
"the phrase ""red pill muslim"" or ""incel muslim"" is a psy-opit attempts to paint any and all men who align with orthodox Islamic ideas on gender as extremists when in reality they are just saying things that were said for 1400 yearsit's a way to shift the Overton window(1/2)",cyberbullying,religion
"@u_yuk_456 @yoshimitsuuuiii @meerfaisal01 100crores Hindu in India, Video showing 10 people for you let's consider 100such people. What's percentage they are?Now what's happening in Iran?What's happening in Taliban, Isis rule? They're running Sharia law...This is face of Islam, Bomb fekna aur baloon fekna alag hai https://t.co/wp9tE0va8m",cyberbullying,religion
this nigga collabing with trippe red 😭,cyberbullying,ethnicity/race
Found this bitch standing next to my sluts room turns out  she's the queens daughter https://t.co/XHo77psd8Q,cyberbullying,gender/sexual
Am I the only one who’s truly disturbed by Metroid Dread being about avoiding rape by 6 robots?,cyberbullying,gender/sexual
I’ma bitch tht stay in order but know how to get outta line when it come time. You gone get the same me fosho but i know it’s a time &amp; place for EVERYTHING.,cyberbullying,gender/sexual
When she puts her foot on your neck she doesn’t let up alskskkskss gag these hoes bitch @Beyonce,cyberbullying,gender/sexual
"just realized half these girls support a bitch that’s literally constantly saying the N word, whos bf is homophobic and also says the N word, and i can say more but imma just leave it at that💀 people are weird..",cyberbullying,gender/sexual
Yk a bitch mad if she calling me ugly,cyberbullying,gender/sexual
@upblissed it’s tough on a nigga 🥲,cyberbullying,ethnicity/race
I swear Niggas be treating FiveM like it’s their actual life shit is dumb 😂,cyberbullying,ethnicity/race
@Brieyonce Nigga said you think you lonely NOWWW?! Just wait &amp; see bitch.,cyberbullying,ethnicity/race
Somebody  is gonna blow this Nigga head back 😫 he so disrespectful. I would've got my lick back and beat on his head like a drum !! https://t.co/n7Rr7E6iaF,cyberbullying,ethnicity/race
@TheNBACentral @TMZ_Sports They be Ina precinct like  we finna get this nigger,cyberbullying,ethnicity/race
"@chadkehns @QaysSediqi Chad the word is a derogatory term for a part of the female anatomy. It’s misogynistic by definition, much the same as the word “bitch”. Just because it can be said to a man doesn’t change the above.",cyberbullying,gender/sexual
Islamic terrorism is a fact . Blood jihad is a reality . And so are u ... people who defend all wrongs . Bigots .,cyberbullying,religion
Tanya is that bitch #loveisland https://t.co/4Dh9YrIe81,cyberbullying,gender/sexual
😂 ong tf bitch now sit yo ass down and look out the window😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫 goofy goofer https://t.co/9LtLXseMgY,cyberbullying,gender/sexual
hot bitch in a hot tub https://t.co/88gIPh3h38,cyberbullying,gender/sexual
The problem with ja is all his real nigga situations are soft nigga situations,cyberbullying,ethnicity/race
"@sahouraxo When I was in the Army, all I ever wanted was to kill Muslim 'Terrorists' overseas. Thank God I never had the chance. My eyes have been opened to the constant bloodlust of the U.S and Israel and God willing, many others will see the truth soon.",cyberbullying,religion
"Being a media personality now is not practicing law. My original comment was to state my opinion not to impress a wannabe who turns it into a commenting competition. If u like Waleed, who said Islamic terrorism was an ""irritant"" that's yr choice. Don't wail because not all do.",cyberbullying,religion
"You want me to take my time with you, maybe I’m not your speed bitch. Maybe I’m out of your league bitch. Yeen even got no cheese bitch",cyberbullying,gender/sexual
@TDHBXG @Thee_Real_Miki When I named those people I talking about their different personalities not the people specifically  black men can be into rock and roll bisexual not identify (I think that's what you consider uzi) or just be an average nigga from the hood but what you can't do is lack game,cyberbullying,ethnicity/race
@mexicancurls @fulxuwrld is dis nigga serious,cyberbullying,ethnicity/race
Hit em up and play wit yo bitch prolly the most disrespectful diss songs I ever heard in my life. https://t.co/LSBET6Bqpq,cyberbullying,gender/sexual
Niggas be in they head making up FALSE ass narratives,cyberbullying,ethnicity/race
I’m the only bitch my nigga ever tatted on him 😩😍🥰 I love that for me 🤗❤️,cyberbullying,ethnicity/race
"What an idiotic construction.. Ure totally desperate in your babbling.. All opinions, assumptions.. China actually stopped jihadi terrorism with its re education programs.. No terrorist attacks since 2016..is that what u want? More Islamic terrorism? Go to idlib",cyberbullying,religion
"Black men keep going after Skinny white girls and the Fatty here doesn't understand why so she calls it ""White Supremacy"" ... You will never be Equal to a skinny white girl ShaQueeFa .  This is just pure Cringe from Vice after they stopped doing real journalism years ago. https://t.co/SboSwIEYNH",cyberbullying,ethnicity/race
@ImranRiazFan1 Ghattia Bitch,cyberbullying,gender/sexual
it’s all love when i go n get my carwash at mister carwash. they all fuck wit me cause i was a hard worker when i was workin in that bitch!!,cyberbullying,gender/sexual
@4ever_days I think this medieval rape x device is perfect for the crime. We can say that rape is a medieval crime!!,cyberbullying,gender/sexual
"Happy women’s day, I served cunt rn when I literally stood up to a drunk NPC when she was being a bitch to my fav manager !",cyberbullying,gender/sexual
"facilitating the rape to the role of a procuress who is complicit in the sexual exploitation of a prostitute.[16]A painting entitled Mother and Child, discovered in Crow's Nest, Australia in 1976, may or may not have been painted by Gentileschi.",cyberbullying,gender/sexual
Pakistan was formed in the basis of hatred against Hindus. Please start reading. Shouting and bragging does n’t make you good. It is a corrupt state full of Hindu hating Jihadis &amp; terrorists. https://t.co/jsJDhpWbT9,cyberbullying,religion
"Damn right you’re lucky. You’re a white Christian woman living in America who can freely spew racism and islamaphobia without consequence. Since you basically admitted your privilege, why can’t you acknowledge the destruction and systematic oppressions that come with it?",cyberbullying,religion
I’m not arguing with a bitch that don’t drink water sorry you got it dark urine,cyberbullying,gender/sexual
"Flame him up ?? You applauding ""Don't fight Infront of white people"" from the same man who allows white men to say nigger .... Y'all weak af https://t.co/WLQV1NlQgG",cyberbullying,ethnicity/race
@WithTrish @JRehling Every religion and non religion on the planet is at war with Islam. Every border with a Muslim state is a bloody border,cyberbullying,religion
@Jasonrdz75 Bitch why you jinxing me when I go in March💀,cyberbullying,gender/sexual
I love when my nigga call me mamas🥹,cyberbullying,ethnicity/race
"@NGrossman81 If this was framed as a couple of pals who stumble on an orphan &amp; agree to raise it, the right would still find a reason to bitch.",cyberbullying,gender/sexual
"Christian friends, if you’re outraged by this photo of Trump with a Bible standing outside a Church, then now you have a tiny taste of how we Muslims have felt for the past 20 years with idiots hijacking our religion. #AmericaOnFire #BlackLivesMattter #DictatorTrump",cyberbullying,religion
"What do mean by produce...Over 3 million humans were killed when allied forces invaded Iraq who were they, ISIS TERRORISTS killed more than million who were they...Same quran you misquoted earlier said in 5:32 ""Whoever kills and innocent is as if he killed the whole humanity""",cyberbullying,religion
"If you’re a Muslim and you still support Trump, you’re an idiot.",cyberbullying,religion
You gotta be a bold ass bitch 😳 o pull some stinky Coochie out of your pants 👖🐡😤,cyberbullying,gender/sexual
"@agirlhasnogames Religious Affairs of the Government of Pakistana neo-Muslim is openly insultingly about the faith of Christians. The Christians boycotted the program. If a minority had said the same thing about Islam and the Muslim faith, I am sure he would not have come out alive. https://t.co/NkPNNzt73L",cyberbullying,religion
"@ybahrumi @abunaseeha2 And celebratory shouts of ""fuck Allah"" could be heard all over the US. Now Daesh pussies will fight real soldiers.",cyberbullying,religion
"Somesh,might have got the dates wrong but every butthurt on this thread has assumed that he is targeting Muslims. Every Idiot who is questioning the relevance of Ram Mandir, don’t you realise that mosques and churches are also being built currently?",cyberbullying,religion
@swati_gs They are not muslim because they don’t belive in (Hazrat Muhammad Saw) is last prophet of Allah and that’s it they are not muslim,cyberbullying,religion
"@AppreciatesCats @Sharp2708 @PunishedLink I really don’t think you do, rape is a particularly brutal and heinous crime that impacts victims like no other.",cyberbullying,gender/sexual
"@Bularkey Omg, ur so dumb, the Supreme ct, 67 court cases, the cyber ninjas, CISA(appointed by trump) all said no fraud. Trump even made a committe for election fraud after 16 election &amp; it was disbanded bc no fraud was found.. WHT r u fucking talking about? U bag of wind!",cyberbullying,ethnicity/race
@BandzRB @_knstuffs @yoongovrt @sexcguyjm this is what happens when you expose yourself to kpop early and not focus on your studies.. where in that specific screenshot showed that it had 10 versions? not only are they dumb but illiterate as well 💀,cyberbullying,ethnicity/race
"218 vesus one ….#Republicans are weak they have agendas afraid of one Muslim woman influence  ,who is stronger here ? 🤔 #BDS #Boycottisrael",cyberbullying,religion
if you a black girl do not EVER fw no nigga that got more than 1 white bitch under his belt unless you stronger than zeus !!!!,cyberbullying,ethnicity/race
@BlarsonBrock @KingKam5K Bitch name jk bro cmon,cyberbullying,gender/sexual
"When some NGO member/activists says something against Hindu festivals, then you know that they are rice bags 😀 known as crypto Christian, even some crypto Muslims also deceiving Hindu. https://t.co/PIGukaIJCJ",cyberbullying,religion
like yah sometimes these men are charming but they’re still men bitch !,cyberbullying,gender/sexual
Nigga you was doing too good for you to come on Twitter when you know y’all are prolly gon resolve it privately Now the dragging is going to be too much to defend…them fans just needed a reason,cyberbullying,ethnicity/race
"@katydad92 @TheFrankBlaha @RonFilipkowski So I guess you would be okay with a Muslim clerk denying a Christian couple a marriage license because his religion didn’t recognize their validity of their Union, right? U disgusting hypocrite.",cyberbullying,religion
bunny gon get dis nigga all up in her guts for nigga month 😈👊🏿♠️ https://t.co/wXdOyzF12F,cyberbullying,ethnicity/race
I don’t give no fuck bout shit bitch I am glowinggg,cyberbullying,gender/sexual
meryam said u the type to fuck ur nigga at prom😂😂😂😂 at least yk he can get it WHENEVER WHEREVERRRRR,cyberbullying,ethnicity/race
@Vandaliser @sajid_fairooz @IsraeliRegime The Jews initially all lived in Muslim lands.  The vast majority now live in Christian lands.,cyberbullying,religion
Please unfollow me if any of you like that bitch coho https://t.co/pMpjRSeM2F,cyberbullying,gender/sexual
@JalaMinor EXACTLY!!!! cause “condos in that bitch head” had basic dusty ass hoes in a CHOKEHOLD but when a REAL lyricist steps forward it’s fuckin QUIET,cyberbullying,gender/sexual
@F1NN5TER Nigga you know what we’re here for quit playin,cyberbullying,ethnicity/race
"As we speak, SLAVES IN CHAINS are being bought/sold, abused/murdered, MOSTLY in MUSLIM COUNTRIES on continent of AFRICA. You've cheapened the word SLAVE &amp; SLAVERY w/your passive ignorance &amp; deceptive agenda. Get a clue &amp; buy a vowel you USEFUL IDIOT of the Marxist/Muslim kind...",cyberbullying,religion
@RonFilipkowski The  Good ol Boy rape culture,cyberbullying,gender/sexual
"I hate how this girl ask me my opinion or thoughts on something pertaining to my child and then ask her friends they opinion… What I said is what I said, fuck dem bird bitches",cyberbullying,gender/sexual
@countuplilnemo Nigga tried to “real Niggas know” around his women being dirty,cyberbullying,ethnicity/race
really used to think i was the only bitch w the name Ricka,cyberbullying,gender/sexual
blacklist need a real nigga like me on that show i woulda been knocked ressler hoe ass off,cyberbullying,ethnicity/race
Do you apply your same victim blaming and rape apologist logic to people who get robbed or their homes burglarized?  By using the logic that victims of robbery somehow put themselves in that position by  what they wear or how they behave? https://t.co/YsZUJMpn7U,cyberbullying,gender/sexual
@bluefacebleedem The only thing you can understand is “nigga”. Ghetto trash language.,cyberbullying,ethnicity/race
Well you standing as a Christian woman YOU know right from wrong evil from good fake from honest SO get off the religion train and stand up to the DEVIL - N- CHIEF and preach to him about being a leader and example for ALL Americans,cyberbullying,religion
"Chris Rock said you don’t fight in front of white people, but you allow them to say nigger in front of you. 🧐🧐 I don’t support all black people; some of them motherfuckers are stupid. 🤷🏽‍♀️🤷🏽‍♀️",cyberbullying,ethnicity/race
@kgeeee_ Bro this nigga Sam a thief,cyberbullying,ethnicity/race
@Whattaboutasher u see how long it it took them to drag dude away from the car and then was just gunna let him lay there😭😭 then bruh walked up to a car on fire tryna put it out these niggas are very slow,cyberbullying,ethnicity/race
"@LakotaMan1 That person was wrong headed. Hell is of our own making here on earth. If by supporting trans you mean in woman's sports, child mutilation or invading women's spaces than we certainly are not allies. BTW: how did u know they were Christian OR MAGA? Or is this more propaganda?",cyberbullying,religion
Bunch of woulda coulda shoulda ass niggas !,cyberbullying,ethnicity/race
@Christi86051122 @LukeInSoCo STFU Dumbass bitch. SHOW SOME RESPECT.,cyberbullying,gender/sexual
That Giannis 3 scary asl! And he developing that bitch fast.. #Bucks,cyberbullying,gender/sexual
@overtime bro this nigga on O is ASS,cyberbullying,ethnicity/race
My bd such a bitch. N if u c this yk you a bitch too.,cyberbullying,gender/sexual
@alazkkar The emergence of a man from Pakistan named Muhammad Qasim bin Abdul Karim who sees dreams and visions talking about the signs of the time and plots and wars waged against Islam and Muslims.  or search Muhammad Qasim Dreams https://t.co/WJQXfEOrgO,cyberbullying,religion
@youngshinerjk Dumb weird ass nigga delete this,cyberbullying,ethnicity/race
"hey rascal, son of bitch 154 zoelkiflitaher",cyberbullying,gender/sexual
Got bitches tryna b n face n fck ya nigga under ya nose !!!😂😂😂😂😂 https://t.co/9IDwwmWlFw,cyberbullying,ethnicity/race
this bitch done made joe fall out a window,cyberbullying,gender/sexual
I’ll blister me a nigga or bitch about Ty’Lane,cyberbullying,ethnicity/race
"Shahid sadeli-qui. Forget about other Communities, What's your CONTRIBUTION for Muslim community?? Except dirty filthy politics. . ! Shame on you SOUL SOLD idiot.",cyberbullying,religion
Destroy a pussy after France's defeat 😍😍😍😍😍😍😋 #nsfwtwt #hardcore #roughsex #whore #dllg #rape #rapekink #pussy #slut #dom #cnc https://t.co/ZgH1jW3U7I,cyberbullying,gender/sexual
@tbzEXlD make this paper ur bitch,cyberbullying,gender/sexual
An innocent unborn prefers Heaven to a world where Satan dwells. Thus a Christian woman has a natural right to store her treasures in Heaven rather than pass her child through fires of Moloch.,cyberbullying,religion
NO f***ing way......you idiots voted in that damn Muslim. Trump 2020,cyberbullying,religion
Keep a bitch with long hair and a big ass for me to slam em,cyberbullying,gender/sexual
bitch SHUT UP!!!!!!!! GODDAMN!!!!!!!!!! https://t.co/YxLhV2ksRl,cyberbullying,gender/sexual
@here2XposPisful It is unlawful but it is not a crime like killing and gang raping torture of 8 year old Muslim child by Hindu priest for several days in Kashmir,cyberbullying,religion
"As dumb and lying as these election challenges are from local unAmerican &amp; seditious Harris County Republicans, they are likely headed to hyper-partisan Texas Supreme Court. We can’t allow this attack on democracy &amp; move to an updated Jim Crow. #Houston #democracy #HarrisCounty https://t.co/aNOJl0Tnsm",cyberbullying,ethnicity/race
"@AntonioSabatoJr Was going to defend will, but I heard he is still with the bitch. So ya he is a bitch.",cyberbullying,gender/sexual
Bro thats a prop. He holding that bitch w two fingers😂. U think a rich mf like that gon carry grandma pistol stop it. https://t.co/BQeOPVUDOv,cyberbullying,gender/sexual
“Cuz I can’t even stomach .. just the thought of my lil bitch fuckin” 🤧,cyberbullying,gender/sexual
don’t b sorry bitch b careful,cyberbullying,gender/sexual
i think it’s corny calling him a bad boy but bc i’m a petty ass fucking bitch when it comes to somebody trying me we will support!,cyberbullying,gender/sexual
@ebony_samara @airdata8 @avataryaya_ I wouldn’t say it if I didn’t like it. U mad Im white with a 7 in dck dating a black woman? Lmao look how easily u got upset u had to comment twice 😂 you’re ironically the racist one here wanting the N word to keep being spread and praised,cyberbullying,ethnicity/race
bitch im mr turn nun into sum,cyberbullying,gender/sexual
U r in govt..atleast control islamic terrorism in bjp states than showing news...we all know what's happening but what are you doing,cyberbullying,religion
I want women to love themselves and accept themselves and love themselves and create they dream life and never let men stress them and put in that work and love what life has to offer and put wack hoes in they place and be the baddest bitch that got they life together https://t.co/P00kLpCCOf,cyberbullying,gender/sexual
Were you born as an idiot or did u achieve it recently? Open ur eyes and see how these muslims are harassing women of their own community for buying things from Hindu shops.,cyberbullying,religion
@BusayoOtebata Damnnnn🥲🥹  that’s one of mah nigga one month salary 🫢,cyberbullying,ethnicity/race
Not this MF thought I was gonna ask him to be my Valentine 😭😭 nigga you outta there 🤭,cyberbullying,ethnicity/race
@SaharaReporters A military head of state paid millions of dollars to OIC in the year 1990 or thereabout to islamize All African countries including Nigeria. Muslim Muslim ticket is jihad.,cyberbullying,religion
@plagucd ( HELPPPP. he knows. he can sense it. but maybe he's just an arrogant son of a bitch. ) says you. you must think you're a lot better at hidin' your wants than you are.,cyberbullying,gender/sexual
i just wanna delete everything and say fuck it. i’m not happy with myself or anything. i feel so stupid and extra every time i even post a picture. i feel like an ungrateful bitch every time i don’t reply to a comment complimenting me and i know it’s stupid but idk.,cyberbullying,gender/sexual
I Never Not Been dat Nigga,cyberbullying,ethnicity/race
In this bitch high as hell,cyberbullying,gender/sexual
@EarlOfEnough What if Omar’s that Muslim woman had worn something like that to Congress??,cyberbullying,religion
Stupid bitch think that I'm playing stupid bitch think that I playing I know that he thinks about you in the shower PornHub in his browser fantasize about fucking Nintendo Bowser,cyberbullying,gender/sexual
When whole world is telling Islamic terrorism u r talking about http://hindu.in u Kashmir u kill 5 lakh kasmiri pandit.and force to displace them.a true muslim believe in gajwa e hind.,cyberbullying,religion
@JIPOfficial If the Muslim Ummah wants to come out of the darkness and regain its lost status then the only possible way to achieve this status is to abolish shirk and its forms at all the levels. The message is clear in Dream for Muslim ummah. https://t.co/5X1qomuKZE,cyberbullying,religion
"Pop quiz for the brainwashed kaum, Name 5 hindu celebrities from Pakistan, and name 5 muslim celebrities from India. You are raised believing lies, its hard for you to accept. How many Hindu boys you went school with? What is % of Hindu in Pak. Don't be a idiot forever.",cyberbullying,religion
"As a Pakistani Muslim, I'm totally against it. Its illegal and dangerous. But I don't understand why idiots in the comments are trying to fulfill their racist agenda by making this about race.. If you think this is bad, have a look at white people in beaches ... exactly.",cyberbullying,religion
One minute I’m bae and the next minute I’m a dumb ass bitch 😒 ts crazy,cyberbullying,ethnicity/race
"@JasonValZz @klaas252 @SartorialShootr I believe. Only one religion to be true. If it isn't, then none of them are. Islam is the most. Logical. Any relation? The word Islam means submission to, one and only God who is not a man nor. A woman. Who is above all earthly things. He doesn't have a shape.",cyberbullying,religion
@legion_little Cause what bitch said sumn?,cyberbullying,gender/sexual
right bitch … what you whining about now ?!? https://t.co/e1RHgxlsoP,cyberbullying,gender/sexual
"Daily Update:- Hindu extremist mob attacks Muslims in #Bihar state; destroy mosques, homes- #Kashmir man’s dead body found months after detained by Indian army - Over 4 days, Hindu supremacist #BJP involved in 668 cases of violence in #Tripurahttps://t.co/GcIs6XL0rt",cyberbullying,religion
u a bad bitch daddy gotta spank you,cyberbullying,gender/sexual
@LincolnshireAbe @david_r_morgan Shart ShabeYou dropped this bitch https://t.co/lisHVoBgex,cyberbullying,gender/sexual
If any one says the hindus face death bravely if the muslims kill them I can never vote for such a personAlso no hindu or no one who believes in the natural justice and humanism must not never vote for such hypocrite https://t.co/MD3iYNRG1b,cyberbullying,religion
@idgafwabgtsam_ @RastafarianP Just another nasty nigga to block…yuck,cyberbullying,ethnicity/race
@ygeezy5x @yepitsjaee @dabiggg5 Hood that nigga yg wanted to walk the strip all night 😂😂😂😂,cyberbullying,ethnicity/race
@EssentialMastry - narcissist- mysogynist- lier- weak minded bitch,cyberbullying,gender/sexual
@BackDoorCam_ Nigga showin out LMFAOOOOOOO,cyberbullying,ethnicity/race
Yeeey gay black mam twerking is the best:) #Lmbtq #gay #nigger #UwU https://t.co/hxvLtXRUZH,cyberbullying,ethnicity/race
"@angie_karan Bitch! Take her gun &amp; let her go free, see how long she lasts! 🇬🇧",cyberbullying,gender/sexual
"No sane person can like the picture above. There are idiots. But does this compare to the video above? And Mahatma Gandhi, woh Muslims didn’t listen to. Secularism which Kashmir didn’t adopt. What are you defending?. The masks are down and it’s all naked in the open",cyberbullying,religion
Does every bitch at the Houston rodeo gotta use the same caption on they pics 😂,cyberbullying,gender/sexual
"@FarooqSumar @CPMacL2008 @AliasHere Norm only got the book wrong. It should say Quran, since Muslims have been doing that for centuries.",cyberbullying,religion
You doing nothing when call you a ignorant nigger under homeland security jurisdiction you disrespect me as a woman in reality take that challenge ignorant nigger,cyberbullying,ethnicity/race
@auburntigerjb @Dawgholio @ClayTravis Ah the bitch boy couldn’t take anymore. Have make sure to take your mutt out of your trailer before bed.,cyberbullying,gender/sexual
"Polling show majorities support masks, closures, all mitigation. It's the fundamentalist Christian libertarians of the Republican Party who control the country via tyranny of their radical minority and which we've been living under since 2010.",cyberbullying,religion
If Niggas Wearing Women’s Jordan’s 9/10 That Nigga Short Asf 🤣,cyberbullying,ethnicity/race
"so the new fight started b/w IK follower of Gold Smith &amp; Dar follower of Ruth Child but Gold Smith &amp; Ruth Child are the major members of the world establishment &amp; new world order. Sorry to Muslim brothers &amp; Non-Muslim Friends, we are losing on every front as a country &amp; nation.",cyberbullying,religion
@thtgirlamourr Bitch I said you bad,cyberbullying,gender/sexual
Once a nigga find out you have some common sense they disappear,cyberbullying,ethnicity/race
Sent that nigga to San Antonio for some picks 😂 nigga shoulda kept his mouth shut,cyberbullying,ethnicity/race
"@RealDSchmidt Asian woman never owned slaves to pick cotton for them, hanged anyone because of their skin color or held any meetings wearing white cloaks just to talk about how much they hate black people… so 🤷",cyberbullying,ethnicity/race
When Wayne said “don’t you hate a shy bitch?” I felt that cause girl you should’ve stayed home.,cyberbullying,gender/sexual
Can’t fw no nigga that’s sneak diss me on social media anytime it’s a problem.,cyberbullying,ethnicity/race
I’m boutta steal a nigga bitch like donkey Kong 😈   Dropping soon… https://t.co/YLFvSFNRrK,cyberbullying,ethnicity/race
@GrisdaleJohn @DrEllaC @DrMatthewSweet @Otto_English @docrussjackson @CDP1882 If the police won't arrest because they are nervous over race then the rape gangsters won't ever make the stats will they?https://t.co/OZkkaXHzCW,cyberbullying,gender/sexual
You are so right with that translation. The woman’s reaction is so priceless Christian woman is perplexed,cyberbullying,religion
@Citizenwatch14 Guess you believe that Joe Biden and the Democrats who cheered for the dismemberment and chemical burning alive murder by abortion of over 65 million innocent God-created babies is your way of being a Christian. Then Biden mocked God by signing same sex into law-Evil is thy name,cyberbullying,religion
"@iAmtheGRIM I’m LOOKING for a reason to clap this bitch up! You the calm one, I’m not ‼️",cyberbullying,gender/sexual
@realTuckFrumper Everybody knows why republicans attack Omar!POC woman!Covers several of republican base.Christofascist - Anti Muslim Racist - person of colorMisogynistic- womanProud Boys - woman’s place is in the home,cyberbullying,religion
Becoming a side bitch to a nigga you had first is crazy😭😭,cyberbullying,ethnicity/race
"I keep a nigga I knew from the jump , cause these niggas be getting to comfortable",cyberbullying,ethnicity/race
@904_in Somebody gotta be unhinged in that bitch,cyberbullying,gender/sexual
@ananyac05 That's why we call out all the non Muslim brothers and sisters that come into the fold of Islam. There's no God other than Allah subhanahu wa ta'ala. All these festivals and rituals in today's Hinduism are man made to keep all of you away from the path of truth.,cyberbullying,religion
@YBSuperFan7 Alhamdulillah for being born a muslim bro fr like idk if I would have ever found Islam myself. There are just so many signs and our religion is backed up by sm evidence from the Quran and the  scientific evidence broooo stop it never fails to wow me man,cyberbullying,religion
"@coolestradfem @cibbwinz @Sage2Lilith In good faith, I'm trying to understand the argument here and I apologise if it comes across as insensitive, but aren't they just acting out a scene that they've willingly signed up for and are uploading themselves?How's it rape?",cyberbullying,gender/sexual
"islam is infact religion of simple honorable faqeer muslims (simple ,non materialistic muslims..like sahaba )...""""""end",cyberbullying,religion
@missinformed29 @MrTylerOnly @pearlythingz you might want to go tell the people that got charged for rape for taking the condom off,cyberbullying,gender/sexual
If a model walks down a run way and falls people blame the heels or outfit Usually when a man can’t fight a war well he gets laughed at and we don’t blame corruption The bitch fell because she can’t walk in heels it’s not that hard to work out,cyberbullying,gender/sexual
"@formulapepega no no, Maya was the one who compared it to rape, QT just went live crying",cyberbullying,gender/sexual
@QueenDe97 I hope we still going to Montgomery tomorrow bitch 😏,cyberbullying,gender/sexual
This nigga Lom Rudy got me thru this winter ❄️🔥,cyberbullying,ethnicity/race
I wanna square up with this bitch already!(shefinetho) https://t.co/e89S4L0nYN,cyberbullying,gender/sexual
"@jakeshieldsajj @Bzaa3waNeek I’m a Muslim and I love Jesus, but I’m surprised that most of Christians don’t respect Jesus(PBUH), I saw many meme pics on Jesus by Religious Christians.You won’t ever see a religious Muslim make fun of Jesus or other Prophets &amp; messengers.",cyberbullying,religion
All ima say is....If that ur lil bro getting hit on by this YT girl u jus watching? People in the comments again bein racist so now ima cap for the boys jus because How u know she wasn't calling him a nigger? Since we all wanna assume shit and say these boys were doin so much https://t.co/FIxCsLRbF4,cyberbullying,ethnicity/race
Want smoke? Nigga don't choke,cyberbullying,ethnicity/race
@RonFilipkowski They have to have something to bitch about.,cyberbullying,gender/sexual
"@ARanganathan72 India is becoming autocracy but its not because of Political parties, I have this hunch that between BJP Congress Hindu Muslim tu tu me me suddenly we ll find ourselves surrounded by armed men under order of ""constitution"" . LOL",cyberbullying,religion
@DaveAtherton20 @GMB @DanielHenryTV @2304kaz They won’t post this or do anything . It’s only ever racism or a racist attack if white people do it… there is untold videos out there .. where’s the one where the white kid was kicked half to death at the bottom of the stairs by a guy in a grey track suit at school? Exactly,cyberbullying,ethnicity/race
"@Animegoy231 @DeuteriumDtY @cirnosad We are Orthodox Christian country, you idiot mushroom. We are the MOST Christian country in Europe. Russia is fake Christian, their church is run by the FSB, that's why almost no one here supports them.They burn our churches and kill our priests. Terrorist trash. US is better.",cyberbullying,religion
@sydneenicolee3 I never tried ts with Tristan and don’t speak on a female that’s better than you in every aspect and was a realer bitch than you could ever be.,cyberbullying,gender/sexual
there’s a difference between ur nigga being in my phone &amp; me being in his bitch tighten up the fuck,cyberbullying,ethnicity/race
"😭😭😭shi got me cryin bra, bih ahh pussaah fuck nigga. He gotta be from Atlanta https://t.co/QxIo6kr0dw",cyberbullying,ethnicity/race
The day and night 😝 you won’t wanna miss. 24 hrs devoted to findom from girls in all different destinations 😍 you little bitch boys/girls/they’s and thems https://t.co/Nk1Qz0oGI0,cyberbullying,gender/sexual
"The idiots shedding off their so called knowledge are the real worms of India. As said in hindi, ""Kam ka na kaaj ka...dushman anaaj ka"" Perhaps you would be also belonging to a Muslim family and adopted Gandji surname. Shame",cyberbullying,religion
"You ain't get back for your mans, you in the club like he ain't dead. bitch play with somebody else😂😂😂😂😂😂stand on that before i stand over you!! https://t.co/KTV0vuUwpu https://t.co/PDhDg34sQc",cyberbullying,gender/sexual
sicka this media ass nigga,cyberbullying,ethnicity/race
