Classe,level_1,antecedents,consequents,support,confidence,lift
ethnicity,131,"frozenset({'ass', 'fuck', 'dumb'})",frozenset({'nigger'}),0.22738693467336685,0.9495081967213116,1.4389500706143055
ethnicity,138,frozenset({'nigger'}),"frozenset({'ass', 'fuck', 'dumb'})",0.22738693467336685,0.34459781056639693,1.4389500706143055
ethnicity,41,frozenset({'nigger'}),"frozenset({'ass', 'dumb'})",0.2292713567839196,0.3474535935268919,1.4367431711553558
ethnicity,40,"frozenset({'ass', 'dumb'})",frozenset({'nigger'}),0.2292713567839196,0.948051948051948,1.4367431711553558
ethnicity,53,frozenset({'nigger'}),"frozenset({'ass', 'fuck'})",0.22895728643216082,0.3469776297001428,1.434775029825006
ethnicity,52,"frozenset({'ass', 'fuck'})",frozenset({'nigger'}),0.22895728643216082,0.9467532467532468,1.434775029825006
ethnicity,23,frozenset({'fuck'}),frozenset({'nigger'}),0.5915515075376885,0.9452948557089085,1.4325648836635718
ethnicity,22,frozenset({'nigger'}),frozenset({'fuck'}),0.5915515075376885,0.8964778676820562,1.4325648836635718
ethnicity,75,"frozenset({'bitch', 'dumb'})",frozenset({'nigger'}),0.10034547738693467,0.9410898379970545,1.4261923104153362
ethnicity,78,frozenset({'nigger'}),"frozenset({'bitch', 'dumb'})",0.10034547738693467,0.15207044264635886,1.4261923104153362
ethnicity,27,frozenset({'fuck'}),frozenset({'rt'}),0.11070979899497488,0.17691342534504392,1.4260565729078982
ethnicity,26,frozenset({'rt'}),frozenset({'fuck'}),0.11070979899497488,0.8924050632911392,1.4260565729078982
ethnicity,119,frozenset({'nigger'}),"frozenset({'obama', 'fuck'})",0.1260992462311558,0.19109947643979058,1.4232999601971772
ethnicity,194,frozenset({'nigger'}),"frozenset({'obama', 'fuck', 'dumb'})",0.1260992462311558,0.19109947643979058,1.4232999601971772
ethnicity,107,frozenset({'nigger'}),"frozenset({'obama', 'dumb'})",0.1260992462311558,0.19109947643979058,1.4232999601971772
ethnicity,187,"frozenset({'obama', 'fuck', 'dumb'})",frozenset({'nigger'}),0.1260992462311558,0.9391812865497077,1.423299960197177
ethnicity,106,"frozenset({'obama', 'dumb'})",frozenset({'nigger'}),0.1260992462311558,0.9391812865497077,1.423299960197177
ethnicity,118,"frozenset({'obama', 'fuck'})",frozenset({'nigger'}),0.1260992462311558,0.9391812865497077,1.423299960197177
ethnicity,65,frozenset({'nigger'}),"frozenset({'ass', 'obama'})",0.11400753768844221,0.17277486910994763,1.4159978976732903
ethnicity,64,"frozenset({'ass', 'obama'})",frozenset({'nigger'}),0.11400753768844221,0.9343629343629344,1.4159978976732903
ethnicity,159,"frozenset({'ass', 'obama', 'dumb'})",frozenset({'nigger'}),0.11385050251256282,0.9342783505154639,1.4158697134894036
ethnicity,166,frozenset({'nigger'}),"frozenset({'ass', 'obama', 'dumb'})",0.11385050251256282,0.17253688719657306,1.4158697134894036
ethnicity,173,"frozenset({'ass', 'obama', 'fuck'})",frozenset({'nigger'}),0.11385050251256282,0.9342783505154639,1.4158697134894036
ethnicity,212,"frozenset({'ass', 'obama', 'fuck', 'dumb'})",frozenset({'nigger'}),0.11385050251256282,0.9342783505154639,1.4158697134894036
ethnicity,180,frozenset({'nigger'}),"frozenset({'ass', 'obama', 'fuck'})",0.11385050251256282,0.17253688719657306,1.4158697134894036
ethnicity,241,frozenset({'nigger'}),"frozenset({'ass', 'obama', 'fuck', 'dumb'})",0.11385050251256282,0.17253688719657306,1.4158697134894036
ethnicity,84,frozenset({'nigger'}),"frozenset({'bitch', 'fuck'})",0.10034547738693467,0.15207044264635886,1.4137001149956396
ethnicity,81,"frozenset({'bitch', 'fuck'})",frozenset({'nigger'}),0.10034547738693467,0.9328467153284671,1.4137001149956396
ethnicity,5,frozenset({'ass'}),frozenset({'nigger'}),0.23366834170854273,0.9253731343283582,1.4023741359835755
ethnicity,4,frozenset({'nigger'}),frozenset({'ass'}),0.23366834170854273,0.3541170871013803,1.4023741359835755
ethnicity,29,frozenset({'obama'}),frozenset({'nigger'}),0.12672738693467336,0.9201824401368301,1.3945078007594798
ethnicity,28,frozenset({'nigger'}),frozenset({'obama'}),0.12672738693467336,0.19205140409328889,1.3945078007594796
ethnicity,31,frozenset({'nigger'}),frozenset({'rt'}),0.11196608040201005,0.16968110423607805,1.3677585718675254
ethnicity,30,frozenset({'rt'}),frozenset({'nigger'}),0.11196608040201005,0.9025316455696202,1.3677585718675251
ethnicity,13,frozenset({'nigger'}),frozenset({'bitch'}),0.1039572864321608,0.1575440266539743,1.366812481924398
ethnicity,12,frozenset({'bitch'}),frozenset({'nigger'}),0.1039572864321608,0.9019073569482289,1.366812481924398
religion,2,frozenset({'christian'}),frozenset({'woman'}),0.10253204126289465,0.4483937115516063,4.12187207831491
religion,3,frozenset({'woman'}),frozenset({'christian'}),0.10253204126289465,0.942528735632184,4.12187207831491
religion,6,frozenset({'islam'}),frozenset({'terror'}),0.1061269146608315,0.4193946880790611,3.3922720787987775
religion,7,frozenset({'terror'}),frozenset({'islam'}),0.1061269146608315,0.8584070796460176,3.3922720787987775
religion,0,frozenset({'christian'}),frozenset({'right'}),0.11284776492653954,0.4935064935064935,3.2484100261878037
religion,1,frozenset({'right'}),frozenset({'christian'}),0.11284776492653954,0.7427983539094649,3.2484100261878037
religion,4,frozenset({'muslim'}),frozenset({'idiot'}),0.35823694904657705,0.7386400257815018,1.9568608219254857
religion,5,frozenset({'idiot'}),frozenset({'muslim'}),0.35823694904657705,0.9490683229813663,1.9568608219254857
gender,40,"frozenset({'make', 'gay'})","frozenset({'rape', 'joke'})",0.12149826880705068,0.9662077596996245,2.1061008936985983
gender,45,"frozenset({'rape', 'joke'})","frozenset({'make', 'gay'})",0.12149826880705068,0.2648370497427101,2.106100893698598
gender,44,"frozenset({'gay', 'joke'})","frozenset({'make', 'rape'})",0.12149826880705068,0.2681486627301146,2.0957153788279808
gender,41,"frozenset({'make', 'rape'})","frozenset({'gay', 'joke'})",0.12149826880705068,0.9495694956949571,2.0957153788279808
gender,20,"frozenset({'rape', 'joke'})",frozenset({'gay'}),0.4422411079634876,0.9639794168096055,2.036278329258056
gender,21,frozenset({'gay'}),"frozenset({'rape', 'joke'})",0.4422411079634876,0.9341755319148937,2.036278329258056
gender,48,frozenset({'rape'}),"frozenset({'make', 'gay', 'joke'})",0.12149826880705068,0.25122030589000977,2.036038040338166
gender,37,"frozenset({'make', 'gay', 'joke'})",frozenset({'rape'}),0.12149826880705068,0.9846938775510206,2.036038040338166
gender,47,frozenset({'gay'}),"frozenset({'make', 'rape', 'joke'})",0.12149826880705068,0.2566489361702128,2.035889313889553
gender,38,"frozenset({'make', 'rape', 'joke'})",frozenset({'gay'}),0.12149826880705068,0.9637952559300874,2.035889313889553
gender,25,"frozenset({'make', 'rape'})",frozenset({'gay'}),0.12322946175637393,0.96309963099631,2.0344198987202637
gender,28,frozenset({'gay'}),"frozenset({'make', 'rape'})",0.12322946175637393,0.26030585106382975,2.0344198987202637
gender,49,frozenset({'joke'}),"frozenset({'make', 'gay', 'rape'})",0.12149826880705068,0.24983818770226537,2.027422534687349
gender,36,"frozenset({'make', 'gay', 'rape'})",frozenset({'joke'}),0.12149826880705068,0.9859514687100894,2.0274225346873487
gender,29,frozenset({'rape'}),"frozenset({'make', 'gay'})",0.12322946175637393,0.2547998698340384,2.0262808171783226
gender,24,"frozenset({'make', 'gay'})",frozenset({'rape'}),0.12322946175637393,0.9799749687108885,2.0262808171783226
gender,30,"frozenset({'make', 'rape'})",frozenset({'joke'}),0.12606232294617564,0.9852398523985241,2.0259592304660914
gender,35,frozenset({'joke'}),"frozenset({'make', 'rape'})",0.12606232294617564,0.25922330097087376,2.025959230466091
gender,19,"frozenset({'gay', 'joke'})",frozenset({'rape'}),0.4422411079634876,0.9760333449114276,2.018130775648295
gender,22,frozenset({'rape'}),"frozenset({'gay', 'joke'})",0.4422411079634876,0.9144158802473153,2.018130775648295
gender,17,frozenset({'joke'}),"frozenset({'make', 'gay'})",0.12338684293358514,0.2537216828478964,2.017706599268503
gender,12,"frozenset({'make', 'gay'})",frozenset({'joke'}),0.12338684293358514,0.9812265331664579,2.017706599268503
gender,4,frozenset({'gay'}),frozenset({'rape'}),0.45908089392508655,0.9697473404255319,2.0051332902908654
gender,5,frozenset({'rape'}),frozenset({'gay'}),0.45908089392508655,0.9492352749755938,2.0051332902908654
gender,42,"frozenset({'make', 'joke'})","frozenset({'gay', 'rape'})",0.12149826880705068,0.919047619047619,2.001929575395465
gender,43,"frozenset({'gay', 'rape'})","frozenset({'make', 'joke'})",0.12149826880705068,0.2646554679465204,2.0019295753954647
gender,18,"frozenset({'gay', 'rape'})",frozenset({'joke'}),0.4422411079634876,0.9633184778882414,1.9808820739488304
gender,23,frozenset({'joke'}),"frozenset({'gay', 'rape'})",0.4422411079634876,0.9093851132686084,1.9808820739488302
gender,34,frozenset({'rape'}),"frozenset({'make', 'joke'})",0.12606232294617564,0.26065733810608527,1.9716865789596019
gender,31,"frozenset({'make', 'joke'})",frozenset({'rape'}),0.12606232294617564,0.9535714285714285,1.9716865789596019
gender,13,"frozenset({'make', 'joke'})",frozenset({'gay'}),0.12338684293358514,0.9333333333333332,1.9715425531914892
gender,16,frozenset({'gay'}),"frozenset({'make', 'joke'})",0.12338684293358514,0.2606382978723404,1.971542553191489
gender,1,frozenset({'joke'}),frozenset({'gay'}),0.45310040919106076,0.931715210355987,1.9681244835777731
gender,0,frozenset({'gay'}),frozenset({'joke'}),0.45310040919106076,0.9571143617021276,1.968124483577773
gender,8,frozenset({'rape'}),frozenset({'joke'}),0.45876613157066415,0.9485844451675887,1.9505843251116046
gender,9,frozenset({'joke'}),frozenset({'rape'}),0.45876613157066415,0.9433656957928802,1.9505843251116044
gender,32,"frozenset({'rape', 'joke'})",frozenset({'make'}),0.12606232294617564,0.27478559176672385,1.788921772628856
gender,33,frozenset({'make'}),"frozenset({'rape', 'joke'})",0.12606232294617564,0.8206967213114754,1.7889217726288558
gender,46,frozenset({'make'}),"frozenset({'gay', 'rape', 'joke'})",0.12149826880705068,0.7909836065573771,1.7885800128347238
gender,39,"frozenset({'gay', 'rape', 'joke'})",frozenset({'make'}),0.12149826880705068,0.27473309608540925,1.7885800128347238
gender,15,frozenset({'make'}),"frozenset({'gay', 'joke'})",0.12338684293358514,0.8032786885245902,1.77284917918904
gender,14,"frozenset({'gay', 'joke'})",frozenset({'make'}),0.12338684293358514,0.27231677665856197,1.7728491791890397
gender,6,frozenset({'make'}),frozenset({'joke'}),0.13220018885741266,0.8606557377049181,1.7697755849116665
gender,7,frozenset({'joke'}),frozenset({'make'}),0.13220018885741266,0.27184466019417475,1.7697755849116663
gender,26,"frozenset({'gay', 'rape'})",frozenset({'make'}),0.12322946175637393,0.26842646554679467,1.7475222972175546
gender,27,frozenset({'make'}),"frozenset({'gay', 'rape'})",0.12322946175637393,0.8022540983606558,1.7475222972175546
gender,2,frozenset({'make'}),frozenset({'gay'}),0.12574756059175324,0.8186475409836067,1.729284067622951
gender,3,frozenset({'gay'}),frozenset({'make'}),0.12574756059175324,0.265625,1.7292840676229508
gender,11,frozenset({'rape'}),frozenset({'make'}),0.1279508970727101,0.26456231695411647,1.722365739678746
gender,10,frozenset({'make'}),frozenset({'rape'}),0.1279508970727101,0.8329918032786885,1.722365739678746
age,160,"frozenset({'like', 'high'})","frozenset({'girl', 'school', 'bulli'})",0.10198654778664164,0.7528868360277137,1.595890431938055
age,155,"frozenset({'girl', 'school', 'bulli'})","frozenset({'like', 'high'})",0.10198654778664164,0.21618037135278514,1.5958904319380547
age,162,"frozenset({'girl', 'school'})","frozenset({'like', 'bulli', 'high'})",0.10198654778664164,0.21518151815181516,1.5940387549763086
age,153,"frozenset({'like', 'bulli', 'high'})","frozenset({'girl', 'school'})",0.10198654778664164,0.7555040556199305,1.5940387549763086
age,137,"frozenset({'like', 'high'})","frozenset({'girl', 'school'})",0.1022993899577663,0.7551963048498845,1.593389431321885
age,138,"frozenset({'girl', 'school'})","frozenset({'like', 'high'})",0.1022993899577663,0.2158415841584158,1.5933894313218848
age,84,"frozenset({'girl', 'bulli'})","frozenset({'like', 'high'})",0.10949475989363366,0.21387106630003058,1.5788426407114267
age,89,"frozenset({'like', 'high'})","frozenset({'girl', 'bulli'})",0.10949475989363366,0.8083140877598153,1.5788426407114267
age,82,"frozenset({'like', 'high', 'bulli'})",frozenset({'girl'}),0.10949475989363366,0.8111239860950175,1.5766237893297192
age,91,frozenset({'girl'}),"frozenset({'like', 'high', 'bulli'})",0.10949475989363366,0.2128306476132563,1.576623789329719
age,61,"frozenset({'like', 'high'})",frozenset({'girl'}),0.10980760206475833,0.8106235565819861,1.5756510785128115
age,64,frozenset({'girl'}),"frozenset({'like', 'high'})",0.10980760206475833,0.2134387351778656,1.5756510785128115
age,99,"frozenset({'high', 'bulli'})","frozenset({'girl', 'school'})",0.4411074612857813,0.7430830039525691,1.567831565765272
age,100,"frozenset({'girl', 'school'})","frozenset({'high', 'bulli'})",0.4411074612857813,0.9306930693069306,1.567831565765272
age,105,frozenset({'high'}),"frozenset({'girl', 'school', 'bulli'})",0.4411074612857813,0.7386066003143007,1.5656206882656911
age,94,"frozenset({'girl', 'school', 'bulli'})",frozenset({'high'}),0.4411074612857813,0.9350132625994695,1.565620688265691
age,69,frozenset({'high'}),"frozenset({'girl', 'school'})",0.44251525105584233,0.7409638554216867,1.5633603721817964
age,66,"frozenset({'girl', 'school'})",frozenset({'high'}),0.44251525105584233,0.9336633663366336,1.5633603721817964
age,164,"frozenset({'girl', 'bulli'})","frozenset({'like', 'school', 'high'})",0.10198654778664164,0.19920562175374276,1.562603116406966
age,151,"frozenset({'like', 'school', 'high'})","frozenset({'girl', 'bulli'})",0.10198654778664164,0.7999999999999999,1.562603116406966
age,28,frozenset({'girl'}),"frozenset({'high', 'bulli'})",0.4770843109651181,0.9273335360291882,1.5621721464649803
age,25,"frozenset({'high', 'bulli'})",frozenset({'girl'}),0.4770843109651181,0.8036890645586298,1.5621721464649803
age,146,"frozenset({'like', 'bulli', 'school', 'high'})",frozenset({'girl'}),0.10198654778664164,0.8029556650246304,1.5607465997271093
age,169,frozenset({'girl'}),"frozenset({'like', 'bulli', 'school', 'high'})",0.10198654778664164,0.198236546062633,1.5607465997271093
age,29,frozenset({'high'}),"frozenset({'girl', 'bulli'})",0.4770843109651181,0.7988475641697224,1.5603521166321526
age,24,"frozenset({'girl', 'bulli'})",frozenset({'high'}),0.4770843109651181,0.9318667888787047,1.5603521166321526
age,133,"frozenset({'like', 'school', 'high'})",frozenset({'girl'}),0.1022993899577663,0.8024539877300613,1.5597714635324662
age,142,frozenset({'girl'}),"frozenset({'like', 'school', 'high'})",0.1022993899577663,0.1988446336272423,1.5597714635324662
age,13,frozenset({'high'}),frozenset({'girl'}),0.4786485218207414,0.8014667365112623,1.5578524920998784
age,12,frozenset({'girl'}),frozenset({'high'}),0.4786485218207414,0.9303739738522346,1.5578524920998784
age,87,"frozenset({'like', 'girl'})","frozenset({'high', 'bulli'})",0.10949475989363366,0.922266139657444,1.5536356866482317
age,86,"frozenset({'high', 'bulli'})","frozenset({'like', 'girl'})",0.10949475989363366,0.1844532279314888,1.5536356866482317
age,167,"frozenset({'bulli', 'high'})","frozenset({'like', 'girl', 'school'})",0.10198654778664164,0.17180500658761527,1.551340970500882
age,148,"frozenset({'like', 'girl', 'school'})","frozenset({'bulli', 'high'})",0.10198654778664164,0.9209039548022598,1.5513409705008818
age,80,"frozenset({'like', 'girl', 'bulli'})",frozenset({'high'}),0.10949475989363366,0.9259259259259259,1.5504045166171934
age,93,frozenset({'high'}),"frozenset({'like', 'girl', 'bulli'})",0.10949475989363366,0.18334206390780514,1.5504045166171934
age,60,"frozenset({'like', 'girl'})",frozenset({'high'}),0.10980760206475833,0.924901185770751,1.5486886539110558
age,65,frozenset({'high'}),"frozenset({'like', 'girl'})",0.10980760206475833,0.18386589837611314,1.5486886539110556
age,170,frozenset({'high'}),"frozenset({'like', 'girl', 'school', 'bulli'})",0.10198654778664164,0.17077003666841278,1.548557226129309
age,145,"frozenset({'like', 'girl', 'school', 'bulli'})",frozenset({'high'}),0.10198654778664164,0.924822695035461,1.548557226129309
age,143,frozenset({'high'}),"frozenset({'like', 'girl', 'school'})",0.1022993899577663,0.1712938711367208,1.5467255906455593
age,132,"frozenset({'like', 'girl', 'school'})",frozenset({'high'}),0.1022993899577663,0.923728813559322,1.5467255906455593
age,158,"frozenset({'like', 'girl'})","frozenset({'bulli', 'school', 'high'})",0.10198654778664164,0.8590250329380763,1.544795228009317
age,157,"frozenset({'bulli', 'school', 'high'})","frozenset({'like', 'girl'})",0.10198654778664164,0.18340365682137832,1.544795228009317
age,95,"frozenset({'high', 'school', 'bulli'})",frozenset({'girl'}),0.4411074612857813,0.7932489451476793,1.5418791445208615
age,104,frozenset({'girl'}),"frozenset({'high', 'school', 'bulli'})",0.4411074612857813,0.8574034660991182,1.5418791445208615
age,165,"frozenset({'school', 'high'})","frozenset({'like', 'girl', 'bulli'})",0.10198654778664164,0.18232662192393737,1.5418175846028195
age,150,"frozenset({'like', 'girl', 'bulli'})","frozenset({'school', 'high'})",0.10198654778664164,0.8624338624338623,1.5418175846028193
age,140,"frozenset({'school', 'high'})","frozenset({'like', 'girl'})",0.1022993899577663,0.18288590604026844,1.540434252062498
age,135,"frozenset({'like', 'girl'})","frozenset({'school', 'high'})",0.1022993899577663,0.8616600790513833,1.540434252062498
age,97,"frozenset({'girl', 'bulli'})","frozenset({'school', 'high'})",0.4411074612857813,0.8615948670944089,1.540317669277001
age,102,"frozenset({'school', 'high'})","frozenset({'girl', 'bulli'})",0.4411074612857813,0.7885906040268457,1.540317669277001
age,68,frozenset({'girl'}),"frozenset({'school', 'high'})",0.44251525105584233,0.8601398601398601,1.5377164781527197
age,67,"frozenset({'school', 'high'})",frozenset({'girl'}),0.44251525105584233,0.7911073825503355,1.5377164781527195
age,112,"frozenset({'girl', 'school'})","frozenset({'like', 'bulli'})",0.11027686532144533,0.23267326732673266,1.0724442667770742
age,111,"frozenset({'like', 'bulli'})","frozenset({'girl', 'school'})",0.11027686532144533,0.5082912761355444,1.0724442667770742
age,154,"frozenset({'girl', 'school', 'high'})","frozenset({'like', 'bulli'})",0.10198654778664164,0.2304701307882644,1.0622895069425913
age,161,"frozenset({'like', 'bulli'})","frozenset({'girl', 'school', 'high'})",0.10198654778664164,0.4700793078586878,1.0622895069425913
age,108,"frozenset({'girl', 'school', 'bulli'})",frozenset({'like'}),0.11027686532144533,0.23375331564986737,1.0598474801061009
age,115,frozenset({'like'}),"frozenset({'girl', 'school', 'bulli'})",0.11027686532144533,0.5,1.0598474801061009
age,34,frozenset({'girl'}),"frozenset({'like', 'bulli'})",0.11825434068512436,0.2298570994223168,1.0594639052681118
age,31,"frozenset({'like', 'bulli'})",frozenset({'girl'}),0.11825434068512436,0.5450612833453496,1.0594639052681118
age,71,"frozenset({'girl', 'school'})",frozenset({'like'}),0.11074612857813233,0.23366336633663365,1.0594396460922688
age,72,frozenset({'like'}),"frozenset({'girl', 'school'})",0.11074612857813233,0.5021276595744681,1.0594396460922688
age,88,"frozenset({'girl', 'high'})","frozenset({'like', 'bulli'})",0.10949475989363366,0.22875816993464054,1.0543986880981664
age,85,"frozenset({'like', 'bulli'})","frozenset({'girl', 'high'})",0.10949475989363366,0.5046863734679163,1.0543986880981664
age,168,frozenset({'like'}),"frozenset({'bulli', 'girl', 'school', 'high'})",0.10198654778664164,0.4624113475177305,1.048296363362004
age,147,"frozenset({'bulli', 'girl', 'school', 'high'})",frozenset({'like'}),0.10198654778664164,0.23120567375886525,1.048296363362004
age,141,frozenset({'like'}),"frozenset({'girl', 'school', 'high'})",0.1022993899577663,0.46382978723404256,1.0481667832404504
age,134,"frozenset({'girl', 'school', 'high'})",frozenset({'like'}),0.1022993899577663,0.23117709437963943,1.0481667832404502
age,32,"frozenset({'girl', 'bulli'})",frozenset({'like'}),0.11825434068512436,0.23098075160403303,1.047276556740839
age,33,frozenset({'like'}),"frozenset({'girl', 'bulli'})",0.11825434068512436,0.5361702127659574,1.047276556740839
age,126,"frozenset({'school', 'high'})","frozenset({'like', 'bulli'})",0.12701392147661505,0.22706935123042507,1.0466145367095223
age,123,"frozenset({'like', 'bulli'})","frozenset({'school', 'high'})",0.12701392147661505,0.585436193222783,1.046614536709522
age,14,frozenset({'like'}),frozenset({'girl'}),0.11872360394181136,0.5382978723404256,1.046317512274959
age,15,frozenset({'girl'}),frozenset({'like'}),0.11872360394181136,0.23076923076923078,1.046317512274959
age,38,"frozenset({'like', 'bulli'})",frozenset({'high'}),0.13499139684029407,0.6222062004325883,1.0418450076913404
age,43,frozenset({'high'}),"frozenset({'like', 'bulli'})",0.13499139684029407,0.22603457307490832,1.0418450076913401
age,92,frozenset({'like'}),"frozenset({'high', 'girl', 'bulli'})",0.10949475989363366,0.49645390070921985,1.0405999302406697
age,81,"frozenset({'high', 'girl', 'bulli'})",frozenset({'like'}),0.10949475989363366,0.22950819672131148,1.0405999302406697
age,62,"frozenset({'girl', 'high'})",frozenset({'like'}),0.10980760206475833,0.22941176470588237,1.040162703379224
age,63,frozenset({'like'}),"frozenset({'girl', 'high'})",0.10980760206475833,0.4978723404255319,1.040162703379224
age,119,"frozenset({'high', 'school', 'bulli'})",frozenset({'like'}),0.12701392147661505,0.22841068917018284,1.0356237843014036
age,130,frozenset({'like'}),"frozenset({'high', 'school', 'bulli'})",0.12701392147661505,0.5758865248226951,1.0356237843014036
age,116,frozenset({'girl'}),"frozenset({'like', 'school', 'bulli'})",0.11027686532144533,0.21435086652477955,1.0350038441789393
age,107,"frozenset({'like', 'school', 'bulli'})",frozenset({'girl'}),0.11027686532144533,0.532477341389728,1.0350038441789393
age,77,frozenset({'like'}),"frozenset({'school', 'high'})",0.12748318473330206,0.5780141843971631,1.0333458279784855
age,76,"frozenset({'school', 'high'})",frozenset({'like'}),0.12748318473330206,0.22790827740492173,1.0333458279784855
age,42,frozenset({'like'}),"frozenset({'high', 'bulli'})",0.13499139684029407,0.6120567375886525,1.0310615871947972
age,39,"frozenset({'high', 'bulli'})",frozenset({'like'}),0.13499139684029407,0.2274044795783926,1.031061587194797
age,163,"frozenset({'girl', 'high'})","frozenset({'like', 'school', 'bulli'})",0.10198654778664164,0.21307189542483662,1.0288282684675079
age,152,"frozenset({'like', 'school', 'bulli'})","frozenset({'girl', 'high'})",0.10198654778664164,0.4924471299093655,1.0288282684675079
age,17,frozenset({'high'}),frozenset({'like'}),0.13546066009698107,0.22682032477737035,1.0284130044693112
age,16,frozenset({'like'}),frozenset({'high'}),0.13546066009698107,0.6141843971631206,1.0284130044693112
age,131,frozenset({'high'}),"frozenset({'like', 'school', 'bulli'})",0.12701392147661505,0.21267679413305396,1.0269205021847536
age,118,"frozenset({'like', 'school', 'bulli'})",frozenset({'high'}),0.12701392147661505,0.6132930513595166,1.0269205021847536
age,113,"frozenset({'girl', 'bulli'})","frozenset({'like', 'school'})",0.11027686532144533,0.21539871677360223,1.0268784461846674
age,110,"frozenset({'like', 'school'})","frozenset({'girl', 'bulli'})",0.11027686532144533,0.5257270693512304,1.0268784461846674
age,70,"frozenset({'like', 'school'})",frozenset({'girl'}),0.11074612857813233,0.5279642058165548,1.0262314283323912
age,73,frozenset({'girl'}),"frozenset({'like', 'school'})",0.11074612857813233,0.2152629978716935,1.0262314283323912
age,83,"frozenset({'like', 'girl', 'high'})",frozenset({'bulli'}),0.10949475989363366,0.9971509971509972,1.0257097867717337
age,90,frozenset({'bulli'}),"frozenset({'like', 'girl', 'high'})",0.10949475989363366,0.11263073209975866,1.0257097867717337
age,144,"frozenset({'like', 'girl', 'school', 'high'})",frozenset({'bulli'}),0.10198654778664164,0.9969418960244649,1.0254946969081906
age,171,frozenset({'bulli'}),"frozenset({'like', 'girl', 'school', 'high'})",0.10198654778664164,0.10490748189863235,1.0254946969081906
age,103,frozenset({'bulli'}),"frozenset({'girl', 'school', 'high'})",0.4411074612857813,0.4537409493161706,1.0253679353051532
age,96,"frozenset({'girl', 'school', 'high'})",frozenset({'bulli'}),0.4411074612857813,0.9968186638388123,1.0253679353051532
age,27,frozenset({'bulli'}),"frozenset({'girl', 'high'})",0.4770843109651181,0.49074818986323415,1.0252788162730901
age,26,"frozenset({'girl', 'high'})",frozenset({'bulli'}),0.4770843109651181,0.996732026143791,1.0252788162730901
age,40,"frozenset({'like', 'high'})",frozenset({'bulli'}),0.13499139684029407,0.9965357967667436,1.0250769668109079
age,41,frozenset({'bulli'}),"frozenset({'like', 'high'})",0.13499139684029407,0.13885760257441673,1.0250769668109079
age,121,"frozenset({'like', 'school', 'high'})",frozenset({'bulli'}),0.12701392147661505,0.996319018404908,1.0248539798330776
age,128,frozenset({'bulli'}),"frozenset({'like', 'school', 'high'})",0.12701392147661505,0.13065164923572004,1.0248539798330774
age,35,frozenset({'bulli'}),"frozenset({'like', 'girl'})",0.11825434068512436,0.12164119066773935,1.024574613885188
age,30,"frozenset({'like', 'girl'})",frozenset({'bulli'}),0.11825434068512436,0.9960474308300395,1.024574613885188
age,106,"frozenset({'like', 'girl', 'school'})",frozenset({'bulli'}),0.11027686532144533,0.9957627118644068,1.0242817404584317
age,117,frozenset({'bulli'}),"frozenset({'like', 'girl', 'school'})",0.11027686532144533,0.11343523732904265,1.0242817404584317
age,37,frozenset({'bulli'}),"frozenset({'girl', 'school'})",0.4717659940559987,0.48527755430410296,1.023887592299053
age,36,"frozenset({'girl', 'school'})",frozenset({'bulli'}),0.4717659940559987,0.9953795379537953,1.023887592299053
age,2,frozenset({'girl'}),frozenset({'bulli'}),0.5119662130455185,0.9951352994831254,1.0236363587442672
age,3,frozenset({'bulli'}),frozenset({'girl'}),0.5119662130455185,0.5266291230893,1.0236363587442672
age,45,"frozenset({'school', 'high'})",frozenset({'bulli'}),0.5560769591740967,0.9941275167785236,1.0225997127538378
age,46,frozenset({'bulli'}),"frozenset({'school', 'high'})",0.5560769591740967,0.5720032180209172,1.0225997127538378
age,4,frozenset({'bulli'}),frozenset({'high'}),0.5936180197090568,0.6106194690265487,1.0224437573302059
age,5,frozenset({'high'}),frozenset({'bulli'}),0.5936180197090568,0.9939759036144579,1.0224437573302059
age,54,"frozenset({'school', 'bulli'})",frozenset({'one'}),0.10902549663694666,0.11855757781935704,1.0214805862522232
age,59,frozenset({'one'}),"frozenset({'school', 'bulli'})",0.10902549663694666,0.9393530997304582,1.0214805862522232
age,22,"frozenset({'get', 'school'})",frozenset({'bulli'}),0.10808697012357266,0.992816091954023,1.0212507282159404
age,23,frozenset({'bulli'}),"frozenset({'get', 'school'})",0.10808697012357266,0.11118262268704747,1.0212507282159404
age,50,"frozenset({'school', 'bulli'})",frozenset({'like'}),0.20710151728452997,0.22520836877019904,1.0211043273389238
age,51,frozenset({'like'}),"frozenset({'school', 'bulli'})",0.20710151728452997,0.9390070921985816,1.0211043273389238
age,124,"frozenset({'high', 'bulli'})","frozenset({'like', 'school'})",0.12701392147661505,0.213965744400527,1.0200469828132508
age,125,"frozenset({'like', 'school'})","frozenset({'high', 'bulli'})",0.12701392147661505,0.6055182699478002,1.0200469828132508
age,122,"frozenset({'school', 'bulli'})","frozenset({'like', 'high'})",0.12701392147661505,0.13811872767477465,1.0196224318993468
age,127,"frozenset({'like', 'high'})","frozenset({'school', 'bulli'})",0.12701392147661505,0.9376443418013858,1.0196224318993468
age,156,"frozenset({'bulli', 'girl', 'high'})","frozenset({'like', 'school'})",0.10198654778664164,0.21377049180327867,1.0191161477243553
age,159,"frozenset({'like', 'school'})","frozenset({'bulli', 'girl', 'high'})",0.10198654778664164,0.4862043251304996,1.0191161477243553
